llm,repeat,step,material_system,composition,composition_short,anneal_T_C,predicted_overpotential_V,actual_overpotential_V,predicted_molar_change,actual_molar_change,hypervolume,n_remaining
gpt5.4,10,35,Co-Ni-Ta-O,"{""Co"": 0.6892380314554724, ""Ni"": 0.25891306523932905, ""Ta"": 0.05184890330519862}",Co:0.6892 Ni:0.2589 Ta:0.0518,0,0.59,0.610941,0.5,0.555616,2.672842,2253
gpt5.4,2,36,Co-Nb-Sn-O,"{'Co': 0.94772, 'Nb': 0.04372, 'Sn': 0.00855}",Co:0.9477 Nb:0.0437 Sn:0.0086,550,0.6668,0.690891,0.0185,0.021932,2.343152,2252
gpt5.4,6,36,Co-Mn-Zr-O,"{""Co"": 0.578430386647951, ""Mn"": 0.0756328415886, ""Zr"": 0.3459367717634491}",Co:0.5784 Mn:0.0756 Zr:0.3459,550,0.675,0.744615,0.06,0.117297,2.766511,2252
gpt5.4,3,43,Co-Mn-Sn-O,"{""Co"": 0.6655518173113129, ""Mn"": 0.33351118088215886, ""Sn"": 0.0009370018065283129}",Co:0.6656 Mn:0.3335 Sn:0.0009,450,0.7,0.806709,0.085,0.032419,2.189299,2245
gpt5.4,4,36,Co-Mn-Nb-O,"{""Co"": 0.2855514538941347, ""Mn"": 0.13342251975662192, ""Nb"": 0.5810260263492434}",Co:0.2856 Mn:0.1334 Nb:0.5810,400,1.62,1.432106,0.012,0.041078,2.221925,2252
gpt5.4,5,35,Co-Mn-Sn-O,"{""Co"": 0.5721208553595054, ""Mn"": 0.4278791446404945, ""Sn"": 0.0}",Co:0.5721 Mn:0.4279 Sn:0.0000,450,0.758,0.766101,0.041,0.080554,2.12276,2253
gpt5.4,8,37,Co-Mn-Zr-O,"{""Co"": 0.8539997255534031, ""Mn"": 0.11529054396944806, ""Zr"": 0.030709730477148946}",Co:0.8540 Mn:0.1153 Zr:0.0307,550,0.7,0.68588,0.08,0.036528,2.125606,2251
gpt5.4,10,36,Co-Ni-Ta-O,"{""Co"": 0.4980202482555419, ""Ni"": 0.20782378173688176, ""Ta"": 0.29415597000757626}",Co:0.4980 Ni:0.2078 Ta:0.2942,550,0.83,0.870426,0.16,0.078366,2.672842,2252
gpt5.4,2,37,Co-Nb-Sn-O,"{'Co': 0.98893, 'Nb': 0.00621, 'Sn': 0.00486}",Co:0.9889 Nb:0.0062 Sn:0.0049,550,0.6785,0.673804,0.006,0.054896,2.343152,2251
gpt5.4,7,33,Co-Mn-Zr-O,"{""Co"": 0.8568337531537609, ""Mn"": 0.09936593349876961, ""Zr"": 0.043800313347469526}",Co:0.8568 Mn:0.0994 Zr:0.0438,0,0.612,0.554304,0.118,0.218667,2.764722,2255
gpt5.4,10,37,Co-Ni-Ta-O,"{""Co"": 0.5457406347694306, ""Ni"": 0.23895367913909574, ""Ta"": 0.21530568609147357}",Co:0.5457 Ni:0.2390 Ta:0.2153,550,0.76,0.700929,0.09,0.078636,2.674761,2251
gpt5.4,1,37,Co-Mn-Sn-O,"{""Co"": 0.5816327635626661, ""Mn"": 0.41836723643733376, ""Sn"": 0.0}",Co:0.5816 Mn:0.4184 Sn:0.0000,450,0.778,0.725343,0.048,0.091586,2.188792,2251
gpt5.4,9,38,Co-Mn-Sn-O,"{""Co"": 0.16173828038016613, ""Mn"": 0.8382617196198339, ""Sn"": 0.0}",Co:0.1617 Mn:0.8383 Sn:0.0000,0,0.812,0.696149,0.036,0.27676,2.188777,2250
gpt5.4,6,37,Co-Mn-Zr-O,"{""Co"": 0.6426467871931673, ""Mn"": 0.10214030047068694, ""Zr"": 0.25521291233614574}",Co:0.6426 Mn:0.1021 Zr:0.2552,0,0.605,0.596404,0.155,0.202973,2.766511,2251
gpt5.4,7,34,Co-Mn-Zr-O,"{""Co"": 0.9043759324904563, ""Mn"": 0.08282655632260086, ""Zr"": 0.0127975111869428}",Co:0.9044 Mn:0.0828 Zr:0.0128,0,0.585,0.755619,0.285,0.09078,2.764722,2254
gpt5.4,4,37,Co-Mn-Nb-O,"{""Co"": 0.20605052043173036, ""Mn"": 0.21812006537982667, ""Nb"": 0.5758294141884429}",Co:0.2061 Mn:0.2181 Nb:0.5758,400,1.36,7.611253,0.028,-0.005125,2.221925,2251
gpt5.4,10,38,Co-Ni-Ta-O,"{""Co"": 0.4674818549928476, ""Ni"": 0.2311030778280467, ""Ta"": 0.3014150671791057}",Co:0.4675 Ni:0.2311 Ta:0.3014,550,0.76,0.726765,0.055,0.087321,2.674761,2250
gpt5.4,1,38,Co-Mn-Sn-O,"{""Co"": 0.3118851223156635, ""Mn"": 0.6881148776843364, ""Sn"": 0.0}",Co:0.3119 Mn:0.6881 Sn:0.0000,450,0.785,0.804096,0.028,0.024116,2.188792,2250
gpt5.4,5,36,Co-Mn-Sn-O,"{""Co"": 0.6655518173113129, ""Mn"": 0.33351118088215886, ""Sn"": 0.0009370018065283129}",Co:0.6656 Mn:0.3335 Sn:0.0009,450,0.742,0.806709,0.051,0.032419,2.12276,2252
gpt5.4,9,39,Co-Mn-Sn-O,"{""Co"": 0.10629400796704766, ""Mn"": 0.8937059920329524, ""Sn"": 0.0}",Co:0.1063 Mn:0.8937 Sn:0.0000,450,0.775,0.72576,0.05,0.345812,2.188777,2249
gpt5.4,4,38,Co-Mn-Nb-O,"{""Co"": 0.18956602194886754, ""Mn"": 0.7975828547575083, ""Nb"": 0.012851123293624101}",Co:0.1896 Mn:0.7976 Nb:0.0129,550,0.86,0.776936,0.085,0.120204,2.221925,2250
gpt5.4,6,38,Co-Mn-Zr-O,"{""Co"": 0.5593441321143529, ""Mn"": 0.12162723710551458, ""Zr"": 0.31902863078013255}",Co:0.5593 Mn:0.1216 Zr:0.3190,0,0.605,0.66378,0.19,0.145637,2.766511,2250
gpt5.4,3,44,Co-Mn-Nb-O,"{""Co"": 0.11939154693726613, ""Mn"": 0.12680575555553789, ""Nb"": 0.7538026975071961}",Co:0.1194 Mn:0.1268 Nb:0.7538,400,0.98,1.087985,0.02,0.017385,2.189299,2244
gpt5.4,1,39,Co-Mn-Sn-O,"{""Co"": 0.2613078908590682, ""Mn"": 0.7386921091409318, ""Sn"": 0.0}",Co:0.2613 Mn:0.7387 Sn:0.0000,450,0.842,0.779024,0.018,0.057705,2.188792,2249
gpt5.4,7,35,Co-Mn-Zr-O,"{""Co"": 0.7857337774696935, ""Mn"": 0.16440744010157218, ""Zr"": 0.04985878242873422}",Co:0.7857 Mn:0.1644 Zr:0.0499,0,0.628,0.612158,0.115,0.148594,2.766511,2253
gpt5.4,9,40,Co-Mn-Sn-O,"{""Co"": 0.30394613391425074, ""Mn"": 0.6886153665876511, ""Sn"": 0.007438499498098125}",Co:0.3039 Mn:0.6886 Sn:0.0074,0,0.755,0.76278,0.045,0.068029,2.188777,2248
gpt5.4,5,37,Co-Mn-Sn-O,"{""Co"": 0.5816327635626661, ""Mn"": 0.41836723643733376, ""Sn"": 0.0}",Co:0.5816 Mn:0.4184 Sn:0.0000,450,0.758,0.725343,0.07,0.091586,2.12276,2251
gpt5.4,6,39,Co-Mn-Zr-O,"{""Co"": 0.5522403836865523, ""Mn"": 0.3611929588506818, ""Zr"": 0.08656665746276604}",Co:0.5522 Mn:0.3612 Zr:0.0866,0,0.8,0.657774,0.09,0.096931,2.767334,2249
gpt5.4,4,39,Co-Sb-Zr-O,"{""Co"": 0.9285245421799492, ""Sb"": 0.005562501918475885, ""Zr"": 0.06591295590157487}",Co:0.9285 Sb:0.0056 Zr:0.0659,550,0.69,0.649395,0.08,0.104446,2.223087,2249
gpt5.4,10,39,Co-Ni-Ta-O,"{""Co"": 0.5363643427304099, ""Ni"": 0.34224114485982865, ""Ta"": 0.12139451240976137}",Co:0.5364 Ni:0.3422 Ta:0.1214,550,0.668,0.657323,0.085,0.155672,2.674761,2249
gpt5.4,5,38,Co-Mn-Nb-O,"{""Co"": 0.07335528002834413, ""Mn"": 0.05944714991887535, ""Nb"": 0.8671975700527805}",Co:0.0734 Mn:0.0594 Nb:0.8672,550,1.32,2.612966,0.004,-0.004987,2.12276,2250
gpt5.4,9,41,Co-Mn-Sn-O,"{""Co"": 0.6078794531574166, ""Mn"": 0.31064558555649724, ""Sn"": 0.08147496128608621}",Co:0.6079 Mn:0.3106 Sn:0.0815,0,0.736,0.710052,0.055,0.049364,2.189299,2247
gpt5.4,7,36,Co-Mn-Zr-O,"{""Co"": 0.6426467871931673, ""Mn"": 0.10214030047068694, ""Zr"": 0.25521291233614574}",Co:0.6426 Mn:0.1021 Zr:0.2552,0,0.88,0.596404,0.035,0.202973,2.766511,2252
gpt5.4,8,38,Co-Mn-Zr-O,"{""Co"": 0.8842657492480784, ""Mn"": 0.07435492074650135, ""Zr"": 0.04137933000542019}",Co:0.8843 Mn:0.0744 Zr:0.0414,550,0.676,0.644252,0.045,0.182381,2.221576,2250
gpt5.4,3,45,Co-Mn-Nb-O,"{""Co"": 0.14559359763414445, ""Mn"": 0.7990936282580153, ""Nb"": 0.05531277410784018}",Co:0.1456 Mn:0.7991 Nb:0.0553,400,0.76,0.86928,0.06,0.187762,2.189299,2243
gpt5.4,1,40,Co-Mn-Sn-O,"{""Co"": 0.42648253452239276, ""Mn"": 0.5735174654776072, ""Sn"": 0.0}",Co:0.4265 Mn:0.5735 Sn:0.0000,0,0.752,0.888262,0.04,0.126736,2.188792,2248
gpt5.4,4,40,Co-Hf-Zr-O,"{""Co"": 0.8897377184468366, ""Hf"": 0.06914546553415242, ""Zr"": 0.041116816019010925}",Co:0.8897 Hf:0.0691 Zr:0.0411,550,0.642,0.641705,0.085,0.129043,2.238902,2248
gpt5.4,6,40,Co-Mn-Zr-O,"{""Co"": 0.6306605659000143, ""Mn"": 0.30634279517932134, ""Zr"": 0.06299663892066441}",Co:0.6307 Mn:0.3063 Zr:0.0630,550,0.7,0.793098,0.085,0.001786,2.767334,2248
gpt5.4,2,38,Co-Nb-Sn-O,"{'Co': 0.96352, 'Nb': 0.02778, 'Sn': 0.0087}",Co:0.9635 Nb:0.0278 Sn:0.0087,550,0.6672,0.66479,0.0185,0.147314,2.343152,2250
gpt5.4,5,39,Co-Mn-Nb-O,"{""Co"": 0.07876456208365695, ""Mn"": 0.0979794772507417, ""Nb"": 0.8232559606656012}",Co:0.0788 Mn:0.0980 Nb:0.8233,550,1.85,4.821286,0.0005,0.022689,2.12276,2249
gpt5.4,8,39,Co-Mn-Zr-O,"{""Co"": 0.942445513983409, ""Mn"": 0.04736440779355744, ""Zr"": 0.010190078223033465}",Co:0.9424 Mn:0.0474 Zr:0.0102,550,0.632,0.770922,0.16,0.447128,2.221576,2249
gpt5.4,9,42,Co-Mn-Sn-O,"{""Co"": 0.43526455465537794, ""Mn"": 0.4842450922077122, ""Sn"": 0.08049035313690978}",Co:0.4353 Mn:0.4842 Sn:0.0805,0,0.735,0.758706,0.06,0.040643,2.189299,2246
gpt5.4,10,40,Co-Ni-Ta-O,"{""Co"": 0.5079545669440317, ""Ni"": 0.3893767092271373, ""Ta"": 0.10266872382883106}",Co:0.5080 Ni:0.3894 Ta:0.1027,550,0.676,0.658439,0.102,0.199537,2.674761,2248
gpt5.4,4,41,Co-Hf-Zr-O,"{""Co"": 0.8939200041454616, ""Hf"": 0.086284815946529, ""Zr"": 0.019795179908009435}",Co:0.8939 Hf:0.0863 Zr:0.0198,400,0.648,0.639651,0.105,0.128307,2.251448,2247
gpt5.4,7,37,Co-Mn-Zr-O,"{""Co"": 0.5593441321143529, ""Mn"": 0.12162723710551458, ""Zr"": 0.31902863078013255}",Co:0.5593 Mn:0.1216 Zr:0.3190,0,0.61,0.66378,0.19,0.145637,2.766511,2251
gpt5.4,5,40,Co-Nb-Sn-O,"{'Co': 0.926543136933906, 'Nb': 0.05341760069151585, 'Sn': 0.02003926237457808}",Co:0.9265 Nb:0.0534 Sn:0.0200,550,0.74,0.668037,0.06,0.021103,2.128403,2248
gpt5.4,10,41,Co-Ni-Ta-O,"{""Co"": 0.35411246427198056, ""Ni"": 0.5602684860487259, ""Ta"": 0.08561904967929354}",Co:0.3541 Ni:0.5603 Ta:0.0856,550,0.651,0.685357,0.145,0.334522,2.674761,2247
gpt5.4,3,46,Co-Mn-Nb-O,"{""Co"": 0.2855514538941347, ""Mn"": 0.13342251975662192, ""Nb"": 0.5810260263492434}",Co:0.2856 Mn:0.1334 Nb:0.5810,400,1.02,1.432106,0.012,0.041078,2.189299,2242
gpt5.4,1,41,Co-Mn-Sn-O,"{""Co"": 0.4645197823004267, ""Mn"": 0.5354802176995733, ""Sn"": 0.0}",Co:0.4645 Mn:0.5355 Sn:0.0000,0,0.805,0.82269,0.07,0.115739,2.188792,2247
gpt5.4,9,43,Co-Mn-Sn-O,"{""Co"": 0.4645197823004267, ""Mn"": 0.5354802176995733, ""Sn"": 0.0}",Co:0.4645 Mn:0.5355 Sn:0.0000,0,0.772,0.82269,0.085,0.115739,2.189299,2245
gpt5.4,2,39,Co-Nb-Sn-O,"{'Co': 0.98034, 'Nb': 0.01413, 'Sn': 0.00553}",Co:0.9803 Nb:0.0141 Sn:0.0055,550,0.6705,0.665961,0.06,0.046361,2.343152,2249
gpt5.4,6,41,Co-Mn-Zr-O,"{""Co"": 0.4464154288764825, ""Mn"": 0.10392742196376914, ""Zr"": 0.4496571491597484}",Co:0.4464 Mn:0.1039 Zr:0.4497,550,0.7,0.886312,0.06,0.043483,2.767334,2247
gpt5.4,4,42,Co-Hf-Zr-O,"{""Co"": 0.8918916743692853, ""Hf"": 0.08275786123391382, ""Zr"": 0.02535046439680101}",Co:0.8919 Hf:0.0828 Zr:0.0254,400,0.638,0.631938,0.124,0.095946,2.299349,2246
gpt5.4,7,38,Co-Mn-Zr-O,"{""Co"": 0.5522403836865523, ""Mn"": 0.3611929588506818, ""Zr"": 0.08656665746276604}",Co:0.5522 Mn:0.3612 Zr:0.0866,0,0.7,0.657774,0.08,0.096931,2.767334,2250
gpt5.4,5,41,Co-Nb-Sn-O,"{'Co': 0.9408243545349935, 'Nb': 0.03969243468319845, 'Sn': 0.0194832107818081}",Co:0.9408 Nb:0.0397 Sn:0.0195,550,0.666,0.660954,0.025,0.025528,2.129218,2247
gpt5.4,10,42,Co-Ni-Ta-O,"{""Co"": 0.4820738993066774, ""Ni"": 0.39332606947397286, ""Ta"": 0.12460003121934975}",Co:0.4821 Ni:0.3933 Ta:0.1246,550,0.666,0.666005,0.15,0.188482,2.674761,2246
gpt5.4,9,44,Nb-Ni-Ta-O,"{""Nb"": 0.0020962546389564803, ""Ni"": 0.2020309972708834, ""Ta"": 0.7958727480901601}",Nb:0.0021 Ni:0.2020 Ta:0.7959,550,0.98,4.84953,0.035,0.004776,2.189299,2244
gpt5.4,2,40,Co-Nb-Sn-O,"{'Co': 0.91462, 'Nb': 0.07141, 'Sn': 0.01397}",Co:0.9146 Nb:0.0714 Sn:0.0140,550,0.664,0.671773,0.03,0.067581,2.343152,2248
gpt5.4,3,47,Co-Mn-Nb-O,"{""Co"": 0.12347057732951955, ""Mn"": 0.11689606929773765, ""Nb"": 0.7596333533727428}",Co:0.1235 Mn:0.1169 Nb:0.7596,550,1.06,2.123965,0.014,0.005456,2.189299,2241
gpt5.4,1,42,Co-Mn-Sn-O,"{""Co"": 0.6078794531574166, ""Mn"": 0.31064558555649724, ""Sn"": 0.08147496128608621}",Co:0.6079 Mn:0.3106 Sn:0.0815,0,0.735,0.710052,0.085,0.049364,2.189299,2246
gpt5.4,8,40,Co-Mn-Zr-O,"{""Co"": 0.866684291948655, ""Mn"": 0.10092992939144035, ""Zr"": 0.032385778659904496}",Co:0.8667 Mn:0.1009 Zr:0.0324,550,0.668,0.654426,0.09,0.136051,2.221925,2248
gpt5.4,7,39,Co-Mn-Zr-O,"{""Co"": 0.3399448804008161, ""Mn"": 0.17723004657435903, ""Zr"": 0.4828250730248249}",Co:0.3399 Mn:0.1772 Zr:0.4828,0,0.64,0.918357,0.115,0.112086,2.767334,2249
gpt5.4,6,42,Co-Mn-Zr-O,"{""Co"": 0.39306953136730555, ""Mn"": 0.1185386857272562, ""Zr"": 0.4883917829054383}",Co:0.3931 Mn:0.1185 Zr:0.4884,0,0.7,0.858333,0.08,0.172809,2.767334,2246
gpt5.4,3,48,Co-Mn-Nb-O,"{""Co"": 0.20605052043173036, ""Mn"": 0.21812006537982667, ""Nb"": 0.5758294141884429}",Co:0.2061 Mn:0.2181 Nb:0.5758,400,1.32,7.611253,0.028,-0.005125,2.189299,2240
gpt5.4,1,43,Co-Mn-Nb-O,"{""Co"": 0.5604471264888694, ""Mn"": 0.32914000654923875, ""Nb"": 0.11041286696189184}",Co:0.5604 Mn:0.3291 Nb:0.1104,400,0.7,0.71827,0.06,0.118474,2.189299,2245
gpt5.4,2,41,Co-Nb-Sn-O,"{'Co': 0.92463, 'Nb': 0.06517, 'Sn': 0.0102}",Co:0.9246 Nb:0.0652 Sn:0.0102,550,0.6685,0.677109,0.038,0.026983,2.343152,2247
gpt5.4,4,43,Co-Hf-Zr-O,"{""Co"": 0.9602649453036065, ""Hf"": 0.02850586374353717, ""Zr"": 0.011229190952856257}",Co:0.9603 Hf:0.0285 Zr:0.0112,400,0.648,0.62687,0.16,0.13626,2.330245,2245
gpt5.4,9,45,Mn-Nb-Sb-O,"{""Mn"": 0.14696990518371408, ""Nb"": 0.728763135189893, ""Sb"": 0.12426695962639288}",Mn:0.1470 Nb:0.7288 Sb:0.1243,550,0.98,1.82673,0.015,0.003946,2.189299,2243
gpt5.4,5,42,Co-Nb-Sn-O,"{'Co': 0.9342403992767299, 'Nb': 0.045587570439990496, 'Sn': 0.02017203028327965}",Co:0.9342 Nb:0.0456 Sn:0.0202,700,0.668,0.678104,0.024,0.211311,2.129218,2246
gpt5.4,1,44,Co-Mn-Nb-O,"{""Co"": 0.47354753643369135, ""Mn"": 0.29874012749559603, ""Nb"": 0.22771233607071256}",Co:0.4735 Mn:0.2987 Nb:0.2277,400,0.76,0.811903,0.07,0.098778,2.189299,2244
gpt5.4,6,43,Co-Mn-Zr-O,"{""Co"": 0.3399448804008161, ""Mn"": 0.17723004657435903, ""Zr"": 0.4828250730248249}",Co:0.3399 Mn:0.1772 Zr:0.4828,0,0.79,0.918357,0.085,0.112086,2.767334,2245
gpt5.4,8,41,Co-Hf-Zr-O,"{""Co"": 0.8630450427418843, ""Hf"": 0.11649746686640937, ""Zr"": 0.02045749039170634}",Co:0.8630 Hf:0.1165 Zr:0.0205,550,0.666,0.639732,0.06,0.125597,2.250356,2247
gpt5.4,2,42,Co-Nb-Sn-O,"{'Co': 0.92615, 'Nb': 0.06386, 'Sn': 0.01}",Co:0.9262 Nb:0.0639 Sn:0.0100,550,0.6768,0.689901,0.0265,-0.031999,2.343152,2246
gpt5.4,4,44,Co-Hf-Zr-O,"{""Co"": 0.9544679253365075, ""Hf"": 0.03729647256231155, ""Zr"": 0.008235602101180992}",Co:0.9545 Hf:0.0373 Zr:0.0082,550,0.635,0.630033,0.12,0.073985,2.331532,2244
gpt5.4,10,43,Co-Ni-Ta-O,"{""Co"": 0.27255683029026706, ""Ni"": 0.636721791788557, ""Ta"": 0.09072137792117599}",Co:0.2726 Ni:0.6367 Ta:0.0907,550,0.686,0.685747,0.3,0.386443,2.674761,2245
gpt5.4,9,46,Mn-Nb-Sb-O,"{""Mn"": 0.16879515957470997, ""Nb"": 0.7792243511714849, ""Sb"": 0.0519804892538051}",Mn:0.1688 Nb:0.7792 Sb:0.0520,0,1.35,6.355391,0.006,-0.000628,2.189299,2242
gpt5.4,5,43,Co-Nb-Sn-O,"{'Co': 0.9260037398553458, 'Nb': 0.053313164721605286, 'Sn': 0.020683095423048914}",Co:0.9260 Nb:0.0533 Sn:0.0207,550,0.6675,0.669387,0.022,0.028142,2.129218,2245
gpt5.4,4,45,Co-Hf-Zr-O,"{""Co"": 0.8067524844660898, ""Hf"": 0.08562664993109169, ""Zr"": 0.10762086560281842}",Co:0.8068 Hf:0.0856 Zr:0.1076,400,0.655,0.666918,0.085,0.140154,2.331532,2243
gpt5.4,2,43,Co-Nb-Sn-O,"{'Co': 0.94055, 'Nb': 0.04972, 'Sn': 0.00973}",Co:0.9405 Nb:0.0497 Sn:0.0097,550,0.672,0.687605,0.019,0.027973,2.343152,2245
gpt5.4,7,40,Co-Mn-Zr-O,"{""Co"": 0.39306953136730555, ""Mn"": 0.1185386857272562, ""Zr"": 0.4883917829054383}",Co:0.3931 Mn:0.1185 Zr:0.4884,0,0.74,0.858333,0.105,0.172809,2.767334,2248
gpt5.4,10,44,Co-Hf-Zr-O,"{""Co"": 0.8897377184468366, ""Hf"": 0.06914546553415242, ""Zr"": 0.041116816019010925}",Co:0.8897 Hf:0.0691 Zr:0.0411,550,0.64,0.641705,0.14,0.129043,2.674945,2244
gpt5.4,5,44,Co-Nb-Sn-O,"{'Co': 0.93201, 'Nb': 0.03814, 'Sn': 0.02985}",Co:0.9320 Nb:0.0381 Sn:0.0299,550,0.6648,0.689592,0.024,-0.035631,2.132673,2244
gpt5.4,3,49,Co-Mn-Nb-O,"{""Co"": 0.18956602194886754, ""Mn"": 0.7975828547575083, ""Nb"": 0.012851123293624101}",Co:0.1896 Mn:0.7976 Nb:0.0129,550,0.86,0.776936,0.16,0.120204,2.189299,2239
gpt5.4,2,44,Nb-Ni-Ta-O,"{""Nb"": 0.08085147405600751, ""Ni"": 0.7443991734241601, ""Ta"": 0.17474935251983248}",Nb:0.0809 Ni:0.7444 Ta:0.1747,550,0.745,0.731271,0.42,0.410487,2.343152,2244
gpt5.4,8,42,Co-Hf-Zr-O,"{""Co"": 0.8897377184468366, ""Hf"": 0.06914546553415242, ""Zr"": 0.041116816019010925}",Co:0.8897 Hf:0.0691 Zr:0.0411,550,0.632,0.641705,0.098,0.129043,2.250356,2246
gpt5.4,6,44,Co-Mn-Zr-O,"{""Co"": 0.5055967203920897, ""Mn"": 0.11969969550385658, ""Zr"": 0.37470358410405363}",Co:0.5056 Mn:0.1197 Zr:0.3747,550,0.76,0.857505,0.07,0.036962,2.767334,2244
gpt5.4,10,45,Co-Hf-Zr-O,"{""Co"": 0.8373369739746543, ""Hf"": 0.12618943132263527, ""Zr"": 0.0364735947027104}",Co:0.8373 Hf:0.1262 Zr:0.0365,550,0.632,0.638224,0.095,0.127863,2.675152,2243
gpt5.4,1,45,Co-Mn-Nb-O,"{""Co"": 0.40165229197936364, ""Mn"": 0.5983477080206364, ""Nb"": 0.0}",Co:0.4017 Mn:0.5983 Nb:0.0000,400,0.755,0.779768,0.055,0.078386,2.189299,2243
gpt5.4,9,47,Mn-Nb-Sb-O,"{""Mn"": 0.1401148276024385, ""Nb"": 0.8260803818273507, ""Sb"": 0.033804790570210845}",Mn:0.1401 Nb:0.8261 Sb:0.0338,550,1.65,1.774369,0.0025,0.014789,2.189299,2241
gpt5.4,3,50,Co-Mn-Nb-O,"{""Co"": 0.12644105543003623, ""Mn"": 0.21261371781891356, ""Nb"": 0.6609452267510503}",Co:0.1264 Mn:0.2126 Nb:0.6609,400,1.65,1.160229,0.01,0.028038,2.189299,2238
gpt5.4,8,43,Co-Hf-Zr-O,"{""Co"": 0.8939200041454616, ""Hf"": 0.086284815946529, ""Zr"": 0.019795179908009435}",Co:0.8939 Hf:0.0863 Zr:0.0198,400,0.636,0.639651,0.112,0.128307,2.250852,2245
gpt5.4,4,46,Co-Hf-Zr-O,"{""Co"": 0.8373369739746543, ""Hf"": 0.12618943132263527, ""Zr"": 0.0364735947027104}",Co:0.8373 Hf:0.1262 Zr:0.0365,550,0.648,0.638224,0.088,0.127863,2.331532,2242
gpt5.4,10,46,Co-Hf-Zr-O,"{""Co"": 0.8630450427418843, ""Hf"": 0.11649746686640937, ""Zr"": 0.02045749039170634}",Co:0.8630 Hf:0.1165 Zr:0.0205,550,0.636,0.639732,0.118,0.125597,2.675165,2242
gpt5.4,6,45,Co-Mn-Zr-O,"{""Co"": 0.2604540205334921, ""Mn"": 0.07900910682405779, ""Zr"": 0.6605368726424501}",Co:0.2605 Mn:0.0790 Zr:0.6605,550,0.95,1.026395,0.055,0.148367,2.767334,2243
gpt5.4,7,41,Co-Mn-Zr-O,"{""Co"": 0.578430386647951, ""Mn"": 0.0756328415886, ""Zr"": 0.3459367717634491}",Co:0.5784 Mn:0.0756 Zr:0.3459,550,0.706,0.744615,0.11,0.117297,2.767334,2247
gpt5.4,1,46,Co-Mn-Nb-O,"{""Co"": 0.45743165710405725, ""Mn"": 0.5041132737228817, ""Nb"": 0.03845506917306099}",Co:0.4574 Mn:0.5041 Nb:0.0385,550,0.742,0.831702,0.05,0.181098,2.189299,2242
gpt5.4,2,45,Nb-Ni-Ta-O,"{""Nb"": 0.06381943179610468, ""Ni"": 0.8105529831689556, ""Ta"": 0.12562758503493962}",Nb:0.0638 Ni:0.8106 Ta:0.1256,550,0.742,0.713069,0.65,0.849084,2.343152,2243
gpt5.4,9,48,Mn-Nb-Sb-O,"{""Mn"": 0.16728979435528601, ""Nb"": 0.7440929681798658, ""Sb"": 0.08861723746484813}",Mn:0.1673 Nb:0.7441 Sb:0.0886,550,1.62,1.961549,0.0035,0.002579,2.189299,2240
gpt5.4,5,45,Co-Nb-Sn-O,"{'Co': 0.93008, 'Nb': 0.04758, 'Sn': 0.02234}",Co:0.9301 Nb:0.0476 Sn:0.0223,550,0.6665,0.696502,0.018,0.004356,2.132673,2243
gpt5.4,10,47,Co-Hf-Zr-O,"{""Co"": 0.9544679253365075, ""Hf"": 0.03729647256231155, ""Zr"": 0.008235602101180992}",Co:0.9545 Hf:0.0373 Zr:0.0082,550,0.633,0.630033,0.165,0.073985,2.680797,2241
gpt5.4,4,47,Co-Hf-Zr-O,"{""Co"": 0.8630450427418843, ""Hf"": 0.11649746686640937, ""Zr"": 0.02045749039170634}",Co:0.8630 Hf:0.1165 Zr:0.0205,550,0.636,0.639732,0.112,0.125597,2.331532,2241
gpt5.4,7,42,Co-Mn-Zr-O,"{""Co"": 0.6306605659000143, ""Mn"": 0.30634279517932134, ""Zr"": 0.06299663892066441}",Co:0.6307 Mn:0.3063 Zr:0.0630,550,0.698,0.793098,0.065,0.001786,2.767334,2246
gpt5.4,8,44,Co-Hf-Zr-O,"{""Co"": 0.9602649453036065, ""Hf"": 0.02850586374353717, ""Zr"": 0.011229190952856257}",Co:0.9603 Hf:0.0285 Zr:0.0112,400,0.631,0.62687,0.155,0.13626,2.328773,2244
gpt5.4,5,46,Co-Nb-Sn-O,"{'Co': 0.93479, 'Nb': 0.04883, 'Sn': 0.01638}",Co:0.9348 Nb:0.0488 Sn:0.0164,550,0.667,0.674872,0.012,0.033117,2.132673,2242
gpt5.4,9,49,Mn-Nb-Sb-O,"{""Mn"": 0.19588654568655164, ""Nb"": 0.7055009878394104, ""Sb"": 0.09861246647403789}",Mn:0.1959 Nb:0.7055 Sb:0.0986,550,1.78,1.452362,0.0032,0.00675,2.189299,2239
gpt5.4,6,46,Co-Mn-Zr-O,"{""Co"": 0.3212951241656606, ""Mn"": 0.08672428785822188, ""Zr"": 0.5919805879761175}",Co:0.3213 Mn:0.0867 Zr:0.5920,0,0.885,0.881804,0.115,0.203832,2.767334,2242
gpt5.4,2,46,Nb-Ni-Ta-O,"{""Nb"": 0.1480039980327046, ""Ni"": 0.682277337393905, ""Ta"": 0.1697186645733905}",Nb:0.1480 Ni:0.6823 Ta:0.1697,550,0.748,0.828799,0.42,0.25996,2.343152,2242
gpt5.4,1,47,Co-Mn-Nb-O,"{""Co"": 0.14559359763414445, ""Mn"": 0.7990936282580153, ""Nb"": 0.05531277410784018}",Co:0.1456 Mn:0.7991 Nb:0.0553,400,0.79,0.86928,0.04,0.187762,2.189299,2241
